timestamp,hour_of_day,day_of_week,is_weekend,service_type,active_users,previous_hour_cpu,network_utilization,memory_usage,cpu_load,svc_Compute,svc_Database,svc_Media,svc_Web
2024-01-01 00:00:00,0,0,0,Web,244,25.0,5.72504879328402,9.17567959842335,7.263382135526495,0,0,0,1
2024-01-01 00:00:00,0,0,0,Database,57,35.0,1.0,9.54697187072533,10.630129715360221,0,1,0,0
2024-01-01 00:00:00,0,0,0,Media,212,30.0,5.422297494136668,11.933331027471628,9.900869562376839,0,0,1,0
2024-01-01 00:00:00,0,0,0,Compute,218,40.0,1.0,18.86583730455392,19.995058747700867,1,0,0,0
2024-01-01 01:00:00,1,0,0,Web,229,7.263382135526495,1.0,5.799619276914523,2.689197731394627,0,0,0,1
2024-01-01 01:00:00,1,0,0,Database,185,10.630129715360221,1.0,9.875197580980117,5.864743795628231,0,1,0,0
2024-01-01 01:00:00,1,0,0,Media,165,9.900869562376839,1.8272203218203917,7.1602309704734886,5.918816739129522,0,0,1,0
2024-01-01 01:00:00,1,0,0,Compute,233,19.995058747700867,1.0,19.01413394503838,12.291227695948866,1,0,0,0
2024-01-01 02:00:00,2,0,0,Web,179,2.689197731394627,6.667086674932409,4.473586037302036,2.364315702353005,0,0,0,1
2024-01-01 02:00:00,2,0,0,Database,204,5.864743795628231,3.7640765447874807,1.0,4.732384753966649,0,1,0,0
2024-01-01 02:00:00,2,0,0,Media,273,5.918816739129522,2.694144432325525,4.196754255421435,8.069168334795545,0,0,1,0
2024-01-01 02:00:00,2,0,0,Compute,222,12.291227695948866,1.799461218092045,12.27659177661813,10.342207840971025,1,0,0,0
2024-01-01 03:00:00,3,0,0,Web,334,2.364315702353005,7.175679015659541,6.2998533850179275,6.05103034147999,0,0,0,1
2024-01-01 03:00:00,3,0,0,Database,137,4.732384753966649,1.0,4.565064448171439,7.584182429814849,0,1,0,0
2024-01-01 03:00:00,3,0,0,Media,231,8.069168334795545,10.870248602657663,7.425832643592357,12.810773066312153,0,0,1,0
2024-01-01 03:00:00,3,0,0,Compute,118,10.342207840971025,5.6106035811076165,9.14458592226073,9.992439602165536,1,0,0,0
2024-01-01 04:00:00,4,0,0,Web,432,6.05103034147999,6.475037601080738,7.902270513234199,10.937848002621116,0,0,0,1
2024-01-01 04:00:00,4,0,0,Database,385,7.584182429814849,1.0,4.404675411400945,11.185200829120745,0,1,0,0
2024-01-01 04:00:00,4,0,0,Media,243,12.810773066312153,16.6326216169442,11.74570180409506,13.14823395272094,0,0,1,0
2024-01-01 04:00:00,4,0,0,Compute,282,9.992439602165536,4.311131677667857,14.61129745142097,14.245806912413673,1,0,0,0
2024-01-01 05:00:00,5,0,0,Web,536,10.937848002621116,13.09131053000835,7.152916164576741,10.123684177455326,0,0,0,1
2024-01-01 05:00:00,5,0,0,Database,304,11.185200829120745,7.5624705936384355,12.897275641380496,17.38221764963693,0,1,0,0
2024-01-01 05:00:00,5,0,0,Media,438,13.14823395272094,22.00757257745288,16.156694649720702,15.876652016270068,0,0,1,0
2024-01-01 05:00:00,5,0,0,Compute,366,14.245806912413673,2.764437637884562,8.824614795244466,18.32229709538422,1,0,0,0
2024-01-01 06:00:00,6,0,0,Web,538,10.123684177455326,17.70803337012407,11.48244326542637,11.627466304156028,0,0,0,1
2024-01-01 06:00:00,6,0,0,Database,466,17.38221764963693,14.80529216579762,19.966757559346615,25.166839345402728,0,1,0,0
2024-01-01 06:00:00,6,0,0,Media,421,15.876652016270068,31.657977590883753,11.379886018701184,17.858793221580598,0,0,1,0
2024-01-01 06:00:00,6,0,0,Compute,563,18.32229709538422,16.012297109610977,17.66658423774352,18.739870192423638,1,0,0,0
2024-01-01 07:00:00,7,0,0,Web,752,11.627466304156028,27.352536454680983,11.821907091798076,13.568693012873645,0,0,0,1
2024-01-01 07:00:00,7,0,0,Database,618,25.166839345402728,13.803221862634876,29.66079189726652,27.357266272921013,0,1,0,0
2024-01-01 07:00:00,7,0,0,Media,518,17.858793221580598,51.795937876202174,20.432133164611542,23.002525210264096,0,0,1,0
2024-01-01 07:00:00,7,0,0,Compute,666,18.739870192423638,14.056184728385741,31.14545518159952,29.755580725554438,1,0,0,0
2024-01-01 08:00:00,8,0,0,Web,904,13.568693012873645,30.88114061529408,14.186296520821344,18.524159686405195,0,0,0,1
2024-01-01 08:00:00,8,0,0,Database,754,27.357266272921013,13.804390270500104,20.67846599369321,31.249048437298637,0,1,0,0
