c_1,m_2556,0,app_5052,started,400,400,1.56
c_1,m_2556,287942,app_5052,started,400,400,1.56
c_1,m_2556,338909,app_5052,started,400,400,1.56
c_2,m_962,0,app_8125,started,800,800,3.13
c_2,m_962,23205,app_8125,started,800,800,3.13
c_2,m_962,118414,app_8125,started,800,800,3.13
c_2,m_962,270407,app_8125,started,800,800,3.13
c_2,m_962,431364,app_8125,started,800,800,3.13
c_3,m_644,0,app_66,started,400,400,1.56
c_3,m_644,16362,app_66,started,400,400,1.56
c_3,m_644,110880,app_66,started,400,400,1.56
c_3,m_644,264227,app_66,started,400,400,1.56
c_3,m_644,337526,app_66,started,400,400,1.56
c_4,m_1423,0,app_3222,started,400,400,1.56
c_4,m_1423,26251,app_3222,started,400,400,1.56
c_4,m_1423,121175,app_3222,started,400,400,1.56
c_4,m_1423,212319,app_3222,started,400,400,1.56
c_4,m_1423,212504,app_3222,started,400,400,1.56
c_4,m_1423,259434,app_3222,started,400,400,1.56
c_4,m_1423,369285,app_3222,started,400,400,1.56
c_5,m_334,0,app_5955,started,400,400,1.56
c_5,m_334,16780,app_5955,started,400,400,1.56
c_5,m_334,111315,app_5955,started,400,400,1.56
c_5,m_334,264645,app_5955,started,400,400,1.56
c_5,m_334,356165,app_5955,started,400,400,1.56
c_6,m_2825,0,app_8384,started,400,400,1.56
c_6,m_2825,125867,app_8384,started,400,400,1.56
c_6,m_2825,129523,app_8384,started,400,400,1.56
c_6,m_2825,130211,app_8384,started,400,400,1.56
c_6,m_2825,162899,app_8384,started,400,400,1.56
c_6,m_2825,287193,app_8384,started,400,400,1.56
c_6,m_2825,339092,app_8384,started,400,400,1.56
c_7,m_2250,0,app_626,started,400,400,1.56
c_7,m_2250,34974,app_626,started,400,400,1.56
c_7,m_2250,249567,app_626,started,400,400,1.56
c_7,m_2250,448696,app_626,started,400,400,1.56
c_8,m_1646,0,app_2943,started,400,400,1.56
c_8,m_1646,9530,app_2943,started,400,400,1.56
c_8,m_1646,103927,app_2943,started,400,400,1.56
c_8,m_1646,172872,app_2943,started,400,400,1.56
c_8,m_1646,206449,app_2943,started,400,400,1.56
c_8,m_1646,257255,app_2943,started,400,400,1.56
c_8,m_1646,347549,app_2943,started,400,400,1.56
c_9,m_434,0,app_239,started,400,480,1.56
c_9,m_434,289516,app_239,started,400,480,1.56
c_10,m_1165,0,app_5102,started,800,800,3.13
c_10,m_1165,11653,app_5102,started,800,800,3.13
c_10,m_1165,106900,app_5102,started,800,800,3.13
c_10,m_1165,176203,app_5102,started,800,800,3.13
c_10,m_1165,209366,app_5102,started,800,800,3.13
c_10,m_1165,258674,app_5102,started,800,800,3.13
c_10,m_1165,339087,app_5102,started,800,800,3.13
c_11,m_3681,0,app_5608,started,400,400,1.56
c_11,m_3681,30810,app_5608,started,400,400,1.56
c_11,m_3681,127279,app_5608,started,400,400,1.56
c_11,m_3681,213690,app_5608,started,400,400,1.56
c_11,m_3681,278291,app_5608,started,400,400,1.56
c_11,m_3681,403329,app_5608,started,400,400,1.56
c_12,m_548,336634,app_4474,started,800,800,3.13
c_13,m_1259,0,app_2617,started,800,960,3.13
c_13,m_1259,19611,app_2617,started,800,960,3.13
c_13,m_1259,115258,app_2617,started,800,960,3.13
c_13,m_1259,266824,app_2617,started,800,960,3.13
c_14,m_1821,0,app_489,started,400,400,1.56
c_14,m_1821,285334,app_489,started,400,400,1.56
c_14,m_1821,324219,app_489,started,400,400,1.56
c_15,m_2287,343791,app_2895,started,800,800,3.13
c_15,m_2287,640946,app_2895,started,800,800,3.13
c_16,m_2514,0,app_8866,started,400,400,1.56
c_16,m_2514,14966,app_8866,started,400,400,1.56
c_16,m_2514,109470,app_8866,started,400,400,1.56
c_16,m_2514,262833,app_8866,started,400,400,1.56
c_16,m_2514,353847,app_8866,started,400,400,1.56
c_16,m_2514,643019,app_8866,started,400,400,1.56
c_17,m_969,0,app_442,started,800,800,3.13
c_17,m_969,10659,app_442,started,800,800,3.13
c_17,m_969,71912,app_442,started,800,800,3.13
c_17,m_969,72354,app_442,started,800,800,3.13
c_17,m_969,105122,app_442,started,800,800,3.13
c_17,m_969,174039,app_442,started,800,800,3.13
c_17,m_969,207570,app_442,started,800,800,3.13
c_17,m_969,253038,app_442,started,800,800,3.13
c_17,m_969,348767,app_442,started,800,800,3.13
c_18,m_1622,0,app_9317,started,400,400,1.56
c_18,m_1622,284932,app_9317,started,400,400,1.56
c_18,m_1622,345181,app_9317,started,400,400,1.56
c_19,m_690,164380,app_7876,started,800,800,3.13
c_19,m_690,238382,app_7876,started,800,800,3.13
c_19,m_690,447748,app_7876,started,800,800,3.13
c_20,m_789,0,app_338,started,400,400,1.56
c_20,m_789,30417,app_338,started,400,400,1.56
c_20,m_789,125612,app_338,started,400,400,1.56
c_20,m_789,279044,app_338,started,400,400,1.56
c_20,m_789,374197,app_338,started,400,400,1.56
c_21,m_1218,0,app_6190,started,400,400,1.56
c_21,m_1218,284215,app_6190,started,400,400,1.56
