timestamp,hour_of_day,day_of_week,is_weekend,service_type,active_users,previous_hour_cpu,network_utilization,memory_usage,cpu_load,svc_Compute,svc_Database,svc_Media,svc_Web
2024-01-01 00:00:00,0,0,0,Web,100000,20.0,0.938195178865494,2.205813390021647,2.3431211487192942,0,0,0,1
2024-01-01 00:00:00,0,0,0,Database,150000,20.0,3.1439962583236865,0.291628538699257,0.0,0,1,0,0
2024-01-01 00:00:00,0,0,0,Media,200000,20.0,2.2753975270215716,3.080148419439686,4.037565974239372,0,0,1,0
2024-01-01 00:00:00,0,0,0,Compute,250000,20.0,2.8457380887758412,3.468185627986821,4.786527774675641,1,0,0,0
2024-01-01 01:00:00,1,0,0,Web,100000,2.3431211487192942,5.877149505563709,0.0,0.0,0,0,0,1
2024-01-01 01:00:00,1,0,0,Database,150000,0.0,3.930582460189154,0.0,0.0,0,1,0,0
2024-01-01 01:00:00,1,0,0,Media,200000,4.037565974239372,0.40756514910405606,2.146232230480928,2.1697335963218563,0,0,1,0
2024-01-01 01:00:00,1,0,0,Compute,250000,4.786527774675641,0.9727717166329466,1.5829746648846268,1.0161058484712537,1,0,0,0
2024-01-01 02:00:00,2,0,0,Web,100000,0.0,0.07444741211506639,1.7235360341335668,1.3785664369431339,0,0,0,1
2024-01-01 02:00:00,2,0,0,Database,150000,0.0,2.58317572232294,0.5720388066996303,0.0,0,1,0,0
2024-01-01 02:00:00,2,0,0,Media,200000,2.1697335963218563,2.6622378641906854,3.2735685880242427,4.424406311408486,0,0,1,0
2024-01-01 02:00:00,2,0,0,Compute,250000,1.0161058484712537,2.357419745889045,3.224026456543423,4.2982094317888455,1,0,0,0
2024-01-01 03:00:00,3,0,0,Web,100000,1.3785664369431339,0.22213603228584813,1.8477838167318241,1.6270620021396485,0,0,0,1
2024-01-01 03:00:00,3,0,0,Database,150000,0.0,3.4057675605062987,3.5424665085120495,4.989314769042099,0,1,0,0
2024-01-01 03:00:00,3,0,0,Media,200000,4.424406311408486,1.426571966358337,2.6557356391080686,3.188740413576137,0,0,1,0
2024-01-01 03:00:00,3,0,0,Compute,250000,4.2982094317888455,2.6019213282519145,0.7683998590751429,0.0,1,0,0,0
2024-01-01 04:00:00,4,0,0,Web,100000,1.6270620021396485,1.1302962918496966,2.3018639465137483,2.5352222617034967,0,0,0,1
2024-01-01 04:00:00,4,0,0,Database,150000,4.989314769042099,2.9006917420891964,0.413280796816502,0.0,0,1,0,0
2024-01-01 04:00:00,4,0,0,Media,200000,3.188740413576137,2.6593948435240176,3.272147077690909,4.421563290741818,0,0,1,0
2024-01-01 04:00:00,4,0,0,Compute,250000,0.0,0.17382167256095868,1.9824496869206207,1.8150558925432416,1,0,0,0
2024-01-01 05:00:00,5,0,0,Web,100000,2.5352222617034967,0.5786310302379817,1.4714442250721091,0.8743828188202185,0,0,0,1
2024-01-01 05:00:00,5,0,0,Database,150000,0.0,2.066832572814024,0.8302103814540882,0.0,0,1,0,0
2024-01-01 05:00:00,5,0,0,Media,200000,4.421563290741818,3.6916679556242906,3.7882836337410453,5.453836402842091,0,0,1,0
2024-01-01 05:00:00,5,0,0,Compute,250000,1.8150558925432416,0.48763238580860646,1.8255443302967969,1.5012451792955939,1,0,0,0
2024-01-01 06:00:00,6,0,0,Web,100000,0.8743828188202185,1.3090274060915217,1.1062460371453393,0.14398644296667862,0,0,0,1
2024-01-01 06:00:00,6,0,0,Database,150000,0.0,1.080444591066889,1.3234043723276558,0.5511904966733112,0,1,0,0
2024-01-01 06:00:00,6,0,0,Media,200000,5.453836402842091,1.6209714962622461,2.752935404060023,3.383139943480046,0,0,1,0
2024-01-01 06:00:00,6,0,0,Compute,250000,1.5012451792955939,1.120376132694435,2.6055046499461176,3.061165818594235,1,0,0,0
2024-01-01 07:00:00,7,0,0,Web,100000,0.14398644296667862,1.2622417743901653,2.3678366877839827,2.667167744243965,0,0,0,1
2024-01-01 07:00:00,7,0,0,Database,150000,0.5511904966733112,1.3165069486258483,2.4978362025718246,2.900054157161648,0,1,0,0
2024-01-01 07:00:00,7,0,0,Media,200000,3.383139943480046,6.448986742213584,5.166943027035692,8.211155189431384,0,0,1,0
